Row ID,Year,Franchise,Player,Pos.,Cap Type,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
2726,2022,New Orleans Saints,Blake Gillikin,P,Active Roster,"$895,000 ",$500 ,,,,,,($500),"$895,500 ",0.43
2727,2022,New Orleans Saints,Marcus Davenport,DE,Active Roster,,,,,,,,,,0
2728,2022,New York Giants,Nate Solder,LT,Active Roster,"$9,900,000 ","$4,000,000 ","$4,000,000 ",,"$100,000 ",,,"($4,000,000)","$18,000,000 ",8.61
2729,2022,New York Giants,James Bradberry,CB,Active Roster,"$13,400,000 ","$3,000,000 ",,,"$100,000 ",,,"($3,000,000)","$16,500,000 ",7.89
2730,2022,New York Giants,Logan Ryan,CB,Active Roster,"$9,250,000 ","$1,500,000 ",,,,,,"($11,500,000)","$10,750,000 ",5.14
2731,2022,New York Giants,Blake Martinez,ILB,Active Roster,"$8,425,000 ","$2,000,000 ",,,"$100,000 ",,,"($2,000,000)","$10,525,000 ",5.04
2732,2022,New York Giants,Sterling Shepard,WR,Active Roster,"$8,475,000 ","$2,000,000 ",,,"$25,000 ",,,"($4,000,000)","$10,500,000 ",5.02
2733,2022,New York Giants,Andrew Thomas,RT,Active Roster,"$3,550,508 ","$5,271,016 ",,,,,,"($19,113,302)","$8,821,524 ",4.22
2734,2022,New York Giants,Daniel Jones,QB,Active Roster,"$965,000 ","$4,171,192 ","$3,244,644 ",,,,,"($8,380,836)","$8,380,836 ",4.01
2735,2022,New York Giants,Golden Tate,WR,Active Roster,"$5,975,000 ","$2,352,942 ",,,"$25,000 ",,,"($2,352,942)","$8,352,942 ",4
2736,2022,New York Giants,Graham Gano,K,Active Roster,"$3,750,000 ","$750,000 ",,,,,,"($4,500,000)","$4,500,000 ",2.15
2737,2022,New York Giants,Dexter Lawrence,DT,Active Roster,"$2,301,552 ","$1,913,734 ",,,,,,"($4,215,286)","$4,215,286 ",2.02
2738,2022,New York Giants,Riley Dixon,P,Active Roster,"$2,950,000 ","$125,000 ","$250,000 ",,"$50,000 ",,,"($125,000)","$3,375,000 ",1.61
2739,2022,New York Giants,Nick Gates,G,Active Roster,"$2,050,000 ","$500,000 ","$425,000 ",,"$25,000 ",,,"($500,000)","$3,000,000 ",1.44
2740,2022,New York Giants,David Mayo,ILB,Active Roster,"$2,500,000 ",,,,"$50,000 ",,,,"$2,550,000 ",1.22
2741,2022,New York Giants,Xavier McKinney,FS,Active Roster,"$1,372,823 ","$915,645 ",,,,,,"($3,204,113)","$2,288,468 ",1.09
2742,2022,New York Giants,Sam Beal,CB,Active Roster,"$1,036,677 ","$262,124 ",,,,,,"($262,124)","$1,298,801 ",0.62
2743,2022,New York Giants,Oshane Ximines,OLB,Active Roster,"$965,000 ","$209,195 ",,,"$30,000 ",,,"($209,195)","$1,204,195 ",0.58
2744,2022,New York Giants,Matt Peart,LT,Active Roster,"$978,500 ","$208,074 ",,,,,,"($416,148)","$1,186,574 ",0.57
2745,2022,New York Giants,Julian Love,FS,Active Roster,"$965,000 ","$192,715 ",,,,,,"($192,715)","$1,157,715 ",0.55
2746,2022,New York Giants,Darnay Holmes,CB,Active Roster,"$895,000 ","$197,972 ",,,,,,"($395,944)","$1,092,972 ",0.52
2747,2022,New York Giants,Darius Slayton,WR,Active Roster,"$965,000 ","$58,497 ",,,,,,"($58,497)","$1,023,497 ",0.49
2748,2022,New York Giants,Shane Lemieux,G,Active Roster,"$895,000 ","$86,785 ",,,,,,"($173,570)","$981,785 ",0.47
2749,2022,New York Giants,Jackson Barton,T,Active Roster,"$965,000 ",,,,,,,,"$965,000 ",0.46
2750,2022,New York Giants,Kaden Smith,TE,Active Roster,"$965,000 ",,,,,,,,"$965,000 ",0.46
2751,2022,New York Giants,Cameron Brown,OLB,Active Roster,"$895,000 ","$49,591 ",,,,,,"($99,182)","$944,591 ",0.45
2752,2022,New York Giants,Carter Coughlin,OLB,Active Roster,"$895,000 ","$27,536 ",,,,,,"($55,072)","$922,536 ",0.44
2753,2022,New York Giants,T.J. Brunson,ILB,Active Roster,"$895,000 ","$20,488 ",,,,,,"($40,976)","$915,488 ",0.44
2754,2022,New York Giants,Tae Crowder,ILB,Active Roster,"$895,000 ","$18,872 ",,,,,,"($37,744)","$913,872 ",0.44
2755,2022,New York Giants,Derrick Dillon,WR,Active Roster,"$895,000 ","$5,000 ",,,,,,"($5,000)","$900,000 ",0.43
2756,2022,New York Giants,Oluwole Betiku Jr.,OLB,Active Roster,"$895,000 ",$834 ,,,,,,($834),"$895,834 ",0.43
2757,2022,New York Giants,Shakial Taylor,CB,Active Roster,"$850,000 ",,,,,,,,,0
2758,2022,New York Giants,Saquon Barkley,RB,Active Roster,,,,,,,,,,0
2759,2022,New York Jets,C.J. Mosley,ILB,Active Roster,"$16,000,000 ","$1,500,000 ",,,,,,"($12,500,000)","$17,500,000 ",6.5
2760,2022,New York Jets,George Fant,LT,Active Roster,"$9,250,000 ","$1,000,000 ","$400,000 ",,,,,"($1,000,000)","$10,650,000 ",3.96
2761,2022,New York Jets,Quinnen Williams,DE,Active Roster,"$965,000 ","$5,419,431 ","$4,165,823 ",,,,,"($10,350,254)","$10,550,254 ",3.92
2762,2022,New York Jets,Connor McGovern,C,Active Roster,"$9,000,000 ","$1,333,334 ",,,,,,"($1,333,334)","$10,333,334 ",3.84
2763,2022,New York Jets,Alex Lewis,G,Active Roster,"$6,000,000 ","$833,334 ","$400,000 ",,,,,"($833,334)","$7,233,334 ",2.69
2764,2022,New York Jets,Mekhi Becton,LT,Active Roster,"$2,286,913 ","$2,743,827 ",,,,,,"($10,899,937)","$5,030,740 ",1.87
2765,2022,New York Jets,Greg Van Roten,RT,Active Roster,"$3,000,000 ",,"$500,000 ",,,,,,"$3,500,000 ",1.3
2766,2022,New York Jets,Ryan Griffin,TE,Active Roster,"$2,490,000 ","$500,000 ","$425,000 ",,,,,"($500,000)","$3,415,000 ",1.27
2767,2022,New York Jets,Denzel Mims,WR,Active Roster,"$1,103,973 ","$377,946 ",,,,,,"($755,892)","$1,481,919 ",0.55
2768,2022,New York Jets,Ashtyn Davis,FS,Active Roster,"$1,057,034 ","$284,070 ",,,,,,"($568,140)","$1,341,104 ",0.5
2769,2022,New York Jets,Jabari Zuniga,DE,Active Roster,"$1,039,670 ","$249,342 ",,,,,,"($498,684)","$1,289,012 ",0.48
2770,2022,New York Jets,Chuma Edoga,RT,Active Roster,"$965,000 ","$216,750 ",,,,,,"($216,750)","$1,181,750 ",0.44
2771,2022,New York Jets,Trevon Wesco,FB,Active Roster,"$965,000 ","$175,971 ",,,,,,"($175,971)","$1,140,971 ",0.42
2772,2022,New York Jets,Thomas Hennessy,LS,Active Roster,"$975,000 ","$125,000 ",,,,,,"($250,000)","$1,100,000 ",0.41
2773,2022,New York Jets,La'Mical Perine,RB,Active Roster,"$895,000 ","$186,336 ",,,,,,"($372,672)","$1,081,336 ",0.4
2774,2022,New York Jets,James Morgan,QB,Active Roster,"$895,000 ","$178,816 ",,,,,,"($357,632)","$1,073,816 ",0.4
2775,2022,New York Jets,Cameron Clark,G,Active Roster,"$895,000 ","$172,748 ",,,,,,"($345,496)","$1,067,748 ",0.4
2776,2022,New York Jets,Blake Cashman,ILB,Active Roster,"$965,000 ","$75,773 ",,,,,,"($75,773)","$1,040,773 ",0.39
2777,2022,New York Jets,Blessuan Austin,CB,Active Roster,"$965,000 ","$40,743 ",,,,,,"($40,743)","$1,005,743 ",0.37
2778,2022,New York Jets,Bryce Hall,CB,Active Roster,"$895,000 ","$78,951 ",,,,,,"($157,902)","$973,951 ",0.36
2779,2022,New York Jets,Corey Ballentine,CB,Active Roster,"$965,000 ",,,,,,,,"$965,000 ",0.36
2780,2022,New York Jets,Ty Johnson,RB,Active Roster,"$965,000 ",,,,,,,,"$965,000 ",0.36
2781,2022,New York Jets,Braden Mann,P,Active Roster,"$895,000 ","$44,275 ",,,,,,"($88,550)","$939,275 ",0.35
2782,2022,New York Jets,Bryce Huff,OLB,Active Roster,"$895,000 ","$5,000 ",,,,,,"($5,000)","$900,000 ",0.33
2783,2022,New York Jets,Sam Darnold,QB,Active Roster,,,,,,,,,,0
2784,2022,Philadelphia Eagles,Carson Wentz,QB,Active Roster,"$22,000,000 ","$3,273,536 ","$1,000 ","$6,000,000 ",,,,"($24,547,076)","$31,274,536 ",14.96
2785,2022,Philadelphia Eagles,Fletcher Cox,DT,Active Roster,"$16,100,000 ",,"$1,000,000 ","$2,934,000 ",,"$3,746,000 ",,"($13,155,000)","$23,780,000 ",11.38
2786,2022,Philadelphia Eagles,Malik Jackson,DT,Active Roster,"$18,925,000 ","$1,800,000 ",,,,"$1,811,000 ",,"($9,033,000)","$22,536,000 ",10.78
2787,2022,Philadelphia Eagles,Darius Slay,CB,Active Roster,"$16,000,000 ","$3,250,000 ",,,"$500,000 ",,,"($6,500,000)","$19,750,000 ",9.45
2788,2022,Philadelphia Eagles,Brandon Brooks,G,Active Roster,"$13,400,000 ","$782,235 ",,"$1,680,000 ","$100,000 ","$1,592,000 ",,"($8,978,707)","$17,554,235 ",8.4
2789,2022,Philadelphia Eagles,Javon Hargrave,DT,Active Roster,"$12,750,000 ","$2,450,000 ",,,"$250,000 ",,,"($7,350,000)","$15,450,000 ",7.39
2790,2022,Philadelphia Eagles,Alshon Jeffery,WR,Active Roster,"$11,675,000 ",,,,,"$2,511,500 ",,"($5,023,000)","$14,186,500 ",6.79
2791,2022,Philadelphia Eagles,Lane Johnson,RT,Active Roster,"$7,000,000 ","$600,000 ",,"$2,249,000 ","$150,000 ","$4,066,000 ",,"($21,304,000)","$14,065,000 ",6.73
2792,2022,Philadelphia Eagles,Marquise Goodwin,WR,Active Roster,"$6,450,000 ",,"$500,000 ",,"$50,000 ",,,,"$7,000,000 ",3.35
2793,2022,Philadelphia Eagles,Isaac Seumalo,G,Active Roster,"$4,978,000 ","$800,000 ",,"$160,000 ",,"$456,000 ",,"($3,448,000)","$6,394,000 ",3.06
2794,2022,Philadelphia Eagles,Brandon Graham,DE,Active Roster,,"$2,500,000 ",,,,"$2,428,000 ",,"($12,284,000)","$4,928,000 ",2.36
2795,2022,Philadelphia Eagles,Jake Elliott,K,Active Roster,"$3,067,700 ",,"$200,000 ","$774,000 ","$50,000 ",,,"($2,322,000)","$4,091,700 ",1.96
2796,2022,Philadelphia Eagles,Andre Dillard,LT,Active Roster,"$2,181,898 ","$1,754,197 ",,,,,,"($3,936,095)","$3,936,095 ",1.88
2797,2022,Philadelphia Eagles,Jalen Reagor,WR,Active Roster,"$1,816,425 ","$1,802,850 ",,,,,,"($7,841,763)","$3,619,275 ",1.73
2798,2022,Philadelphia Eagles,Zach Ertz,TE,Active Roster,,,,,,"$1,774,000 ",,,"$3,548,000 ",1.7
2799,2022,Philadelphia Eagles,DeSean Jackson,WR,Active Roster,,"$1,434,000 ",,"$500,000 ",,,,"($3,868,000)","$1,934,000 ",0.93
2800,2022,Philadelphia Eagles,Miles Sanders,RB,Active Roster,"$1,224,569 ","$477,759 ",,,,,,"($477,759)","$1,702,328 ",0.81
2801,2022,Philadelphia Eagles,Jalen Hurts,QB,Active Roster,"$1,082,744 ","$485,486 ",,,"$75,000 ",,,"($970,972)","$1,643,230 ",0.79
2802,2022,Philadelphia Eagles,J.J. Arcega-Whiteside,WR,Active Roster,"$1,169,009 ","$403,678 ",,,,,,"($403,678)","$1,572,687 ",0.75
2803,2022,Philadelphia Eagles,Davion Taylor,OLB,Active Roster,"$960,482 ","$208,074 ",,,,,,"($416,148)","$1,168,556 ",0.56
2804,2022,Philadelphia Eagles,Rick Lovato,LS,Active Roster,"$920,000 ",,,"$187,500 ","$50,000 ",,,"($375,000)","$1,157,500 ",0.55
2805,2022,Philadelphia Eagles,K'Von Wallace,SS,Active Roster,"$895,000 ","$176,528 ",,,,,,"($353,056)","$1,071,528 ",0.51
2806,2022,Philadelphia Eagles,Jack Driscoll,G,Active Roster,"$895,000 ","$123,600 ",,,,,,"($247,200)","$1,018,600 ",0.49
2807,2022,Philadelphia Eagles,John Hightower,WR,Active Roster,"$895,000 ","$75,013 ",,,,,,"($150,026)","$970,013 ",0.46
2808,2022,Philadelphia Eagles,Shaun Bradley,ILB,Active Roster,"$895,000 ","$42,855 ",,,,,,"($85,710)","$937,855 ",0.45
2809,2022,Philadelphia Eagles,Quez Watkins,WR,Active Roster,"$895,000 ","$42,416 ",,,,,,"($84,832)","$937,416 ",0.45
2810,2022,Philadelphia Eagles,Jason Huntley,RB,Active Roster,"$895,000 ",,,,,,,,"$895,000 ",0.43
2811,2022,Philadelphia Eagles,Marcus Epps,FS,Active Roster,"$765,000 ",,,,,,,,"$765,000 ",0.37
2812,2022,Philadelphia Eagles,Rodney McLeod,FS,Active Roster,,"$600,000 ",,,,,,"($1,800,000)","$600,000 ",0.29
2813,2022,Pittsburgh Steelers,Cameron Heyward,DT,Active Roster,"$6,500,000 ","$4,050,000 ","$4,500,000 ",,,,,"($12,150,000)","$15,050,000 ",7.2
2814,2022,Pittsburgh Steelers,Stephon Tuitt,DE,Active Roster,"$9,050,000 ",,,,,"$3,340,750 ",,"($3,340,750)","$12,390,750 ",5.93
2815,2022,Pittsburgh Steelers,Devin Bush,ILB,Active Roster,"$3,068,423 ","$2,936,230 ",,,,,,"($6,004,653)","$6,004,653 ",2.87
2816,2022,Pittsburgh Steelers,Chris Boswell,K,Active Roster,"$3,260,000 ","$1,200,000 ",,,,"$488,334 ",,"($1,688,334)","$4,948,334 ",2.37
2817,2022,Pittsburgh Steelers,Derek Watt,FB,Active Roster,"$2,750,000 ","$1,083,334 ",,,,,,"($1,083,334)","$3,833,334 ",1.83
2818,2022,Pittsburgh Steelers,Chase Claypool,WR,Active Roster,"$1,211,511 ","$593,023 ",,,,,,"($1,186,046)","$1,804,534 ",0.86
2819,2022,Pittsburgh Steelers,Diontae Johnson,WR,Active Roster,"$1,078,767 ","$283,357 ",,,,,,"($283,357)","$1,362,124 ",0.65
2820,2022,Pittsburgh Steelers,Alex Highsmith,OLB,Active Roster,"$1,019,036 ","$208,074 ",,,,,,"($416,148)","$1,227,110 ",0.59
2821,2022,Pittsburgh Steelers,Justin Layne,CB,Active Roster,"$965,000 ","$230,545 ",,,,,,"($230,545)","$1,195,545 ",0.57
2822,2022,Pittsburgh Steelers,Benny Snell Jr.,RB,Active Roster,"$965,000 ","$175,517 ",,,,,,"($175,517)","$1,140,517 ",0.55
2823,2022,Pittsburgh Steelers,Anthony McFarland,RB,Active Roster,"$895,000 ","$180,607 ",,,,,,"($361,214)","$1,075,607 ",0.51
2824,2022,Pittsburgh Steelers,Kevin Dotson,G,Active Roster,"$895,000 ","$164,704 ",,,,,,"($329,408)","$1,059,704 ",0.51
2825,2022,Pittsburgh Steelers,Zach Gentry,TE,Active Roster,"$965,000 ","$86,115 ",,,,,,"($86,115)","$1,051,115 ",0.5
2826,2022,Pittsburgh Steelers,Isaiah Buggs,DT,Active Roster,"$965,000 ","$42,158 ",,,,,,"($42,158)","$1,007,158 ",0.48
2827,2022,Pittsburgh Steelers,Ulysees Gilbert,ILB,Active Roster,"$965,000 ","$31,839 ",,,,,,"($31,839)","$996,839 ",0.48
2828,2022,Pittsburgh Steelers,Carlos Davis,DE,Active Roster,"$895,000 ","$23,376 ",,,,,,"($46,752)","$918,376 ",0.44
2829,2022,Pittsburgh Steelers,James Pierre,CB,Active Roster,"$895,000 ","$3,000 ",,,,,,"($3,000)","$898,000 ",0.43
2830,2022,Pittsburgh Steelers,Terrell Edmunds,SS,Active Roster,,,,,,,,,,0
2831,2022,Pittsburgh Steelers,Minkah Fitzpatrick,FS,Active Roster,,,,,,,,,,0
2832,2022,San Francisco 49ers,Jimmy Garoppolo,QB,Active Roster,"$24,200,000 ","$1,400,000 ","$800,000 ",,"$600,000 ",,,"($1,400,000)","$27,000,000 ",12.16
2833,2022,San Francisco 49ers,Dee Ford,DE,Active Roster,"$16,150,000 ","$1,600,000 ","$750,000 ",,"$100,000 ","$3,185,000 ",,"($9,570,000)","$21,785,000 ",9.81
2834,2022,San Francisco 49ers,Arik Armstead,DE,Active Roster,"$14,150,000 ","$3,500,000 ","$750,000 ","$1,500,000 ","$100,000 ",,,"($16,500,000)","$20,000,000 ",9.01
2835,2022,San Francisco 49ers,George Kittle,TE,Active Roster,"$11,450,000 ","$3,600,000 ","$500,000 ","$450,000 ","$100,000 ",,,"($12,600,000)","$16,100,000 ",7.25
2836,2022,San Francisco 49ers,Weston Richburg,C,Active Roster,"$8,650,000 ","$1,860,000 ","$400,000 ","$73,927 ","$100,000 ","$1,519,724 ",,"($5,386,284)","$12,603,651 ",5.68
2837,2022,San Francisco 49ers,Jimmie Ward,FS,Active Roster,"$8,900,000 ","$2,000,000 ","$500,000 ",,"$100,000 ",,,"($4,000,000)","$11,500,000 ",5.18
2838,2022,San Francisco 49ers,Nick Bosa,DE,Active Roster,"$5,070,254 ","$5,605,339 ",,,,,,"($10,675,593)","$10,675,593 ",4.81
2839,2022,San Francisco 49ers,Javon Kinlaw,DT,Active Roster,"$2,018,063 ","$2,206,126 ",,,,,,"($9,152,409)","$4,224,189 ",1.9
2840,2022,San Francisco 49ers,Brandon Aiyuk,WR,Active Roster,"$1,749,213 ","$1,668,426 ",,,,,,"($7,404,884)","$3,417,639 ",1.54
2841,2022,San Francisco 49ers,Deebo Samuel,WR,Active Roster,"$1,994,640 ","$904,519 ",,,"$50,000 ",,,"($904,519)","$2,949,159 ",1.33
2842,2022,San Francisco 49ers,Jalen Hurd,WR,Active Roster,"$1,078,593 ","$283,123 ",,,,,,"($283,123)","$1,361,716 ",0.61
2843,2022,San Francisco 49ers,Mitch Wishnowsky,P,Active Roster,"$965,000 ","$191,018 ",,,,,,"($191,018)","$1,156,018 ",0.52
2844,2022,San Francisco 49ers,Dre Greenlaw,OLB,Active Roster,"$965,000 ","$80,429 ",,,,,,"($80,429)","$1,045,429 ",0.47
2845,2022,San Francisco 49ers,Justin Skule,LT,Active Roster,"$965,000 ","$44,715 ",,,,,,"($44,715)","$1,009,715 ",0.45
2846,2022,San Francisco 49ers,Colton McKivitz,LT,Active Roster,"$895,000 ","$81,829 ",,,,,,"($163,658)","$976,829 ",0.44
2847,2022,San Francisco 49ers,Charlie Woerner,TE,Active Roster,"$895,000 ","$45,257 ",,,,,,"($90,514)","$940,257 ",0.42
2848,2022,San Francisco 49ers,Laken Tomlinson,G,Active Roster,,,,,,"$335,000 ",,"($1,005,000)","$335,000 ",0.15
2849,2022,San Francisco 49ers,Robbie Gould,K,Active Roster,,,,,,,,,,0
2850,2022,San Francisco 49ers,Mike McGlinchey,RT,Active Roster,,,,,,,,,,0
2851,2022,Seattle Seahawks,Russell Wilson,QB,Active Roster,"$19,000,000 ","$13,000,000 ","$5,000,000 ",,,,,"($26,000,000)","$37,000,000 ",17.25
2852,2022,Seattle Seahawks,Bobby Wagner,ILB,Active Roster,"$16,350,000 ","$3,750,000 ","$250,000 ",,,,,"($3,750,000)","$20,350,000 ",9.49
2853,2022,Seattle Seahawks,Jason Myers,K,Active Roster,"$4,000,000 ","$1,000,000 ",,,,,,"($1,000,000)","$5,000,000 ",2.33
2854,2022,Seattle Seahawks,L.J. Collier,DE,Active Roster,"$1,972,647 ","$1,475,196 ",,,,,,"($2,461,521)","$3,447,843 ",1.61
2855,2022,Seattle Seahawks,Jordyn Brooks,OLB,Active Roster,"$1,722,328 ","$1,614,656 ",,,,,,"($7,230,132)","$3,336,984 ",1.56
2856,2022,Seattle Seahawks,Marquise Blair,FS,Active Roster,"$1,345,452 ","$638,936 ",,,,,,"($638,936)","$1,984,388 ",0.92
2857,2022,Seattle Seahawks,Darrell Taylor,DE,Active Roster,"$1,224,955 ","$619,910 ",,,,,,"($1,239,820)","$1,844,865 ",0.86
2858,2022,Seattle Seahawks,D.K. Metcalf,WR,Active Roster,"$1,120,371 ","$338,827 ",,,,,,"($338,827)","$1,459,198 ",0.68
2859,2022,Seattle Seahawks,Damien Lewis,G,Active Roster,"$1,055,649 ","$281,298 ",,,,,,"($562,596)","$1,336,947 ",0.62
2860,2022,Seattle Seahawks,Cody Barton,ILB,Active Roster,"$965,000 ","$221,031 ",,,,,,"($221,031)","$1,186,031 ",0.55
2861,2022,Seattle Seahawks,Tyler Ott,LS,Active Roster,"$1,035,000 ","$125,000 ",,,,,,"($125,000)","$1,160,000 ",0.54
2862,2022,Seattle Seahawks,Phil Haynes,G,Active Roster,"$965,000 ","$172,718 ",,,,,,"($172,718)","$1,137,718 ",0.53
2863,2022,Seattle Seahawks,Ugo Amadi,CB,Active Roster,"$965,000 ","$161,299 ",,,,,,"($161,299)","$1,126,299 ",0.53
2864,2022,Seattle Seahawks,Colby Parkinson,TE,Active Roster,"$895,000 ","$167,610 ",,,,,,"($335,220)","$1,062,610 ",0.5
2865,2022,Seattle Seahawks,Ben Burr-Kirven,OLB,Active Roster,"$965,000 ","$85,404 ",,,,,,"($85,404)","$1,050,404 ",0.49
2866,2022,Seattle Seahawks,DeeJay Dallas,RB,Active Roster,"$895,000 ","$123,600 ",,,,,,"($247,200)","$1,018,600 ",0.47
2867,2022,Seattle Seahawks,Travis Homer,RB,Active Roster,"$965,000 ","$35,704 ",,,,,,"($35,704)","$1,000,704 ",0.47
2868,2022,Seattle Seahawks,Alton Robinson,DE,Active Roster,"$895,000 ","$87,837 ",,,,,,"($175,674)","$982,837 ",0.46
2869,2022,Seattle Seahawks,Freddie Swain,WR,Active Roster,"$895,000 ","$32,353 ",,,,,,"($64,706)","$927,353 ",0.43
2870,2022,Seattle Seahawks,Patrick Carr,RB,Active Roster,"$895,000 ",,,,,,,,"$895,000 ",0.42
2871,2022,Seattle Seahawks,Rashaad Penny,RB,Active Roster,,,,,,,,,,0
2872,2022,Tampa Bay Buccaneers,Mike Evans,WR,Active Roster,"$14,000,000 ",,,,,"$4,387,500 ",,"($8,775,000)","$18,387,500 ",7.75
2873,2022,Tampa Bay Buccaneers,Ali Marpet,G,Active Roster,"$10,000,000 ","$400,000 ",,,,"$1,375,000 ",,"($3,150,000)","$11,775,000 ",4.96
2874,2022,Tampa Bay Buccaneers,Devin White,ILB,Active Roster,"$965,000 ","$4,835,148 ","$3,727,611 ",,,,,"($9,527,759)","$9,527,759 ",4.02
2875,2022,Tampa Bay Buccaneers,Cameron Brate,TE,Active Roster,"$6,800,000 ",,,,,,,,"$6,800,000 ",2.87
2876,2022,Tampa Bay Buccaneers,Tristan Wirfs,RT,Active Roster,"$2,085,275 ","$2,340,550 ",,,,,,"($9,589,288)","$4,425,825 ",1.87
2877,2022,Tampa Bay Buccaneers,Bradley Pinion,P,Active Roster,"$2,900,000 ",,,,,,,,"$2,900,000 ",1.22
2878,2022,Tampa Bay Buccaneers,Sean Bunting,CB,Active Roster,"$1,500,819 ","$846,090 ",,,,,,"($846,090)","$2,346,909 ",0.99
2879,2022,Tampa Bay Buccaneers,Antoine Winfield Jr.,S,Active Roster,"$1,274,289 ","$718,579 ",,,,,,"($1,437,158)","$1,992,868 ",0.84
2880,2022,Tampa Bay Buccaneers,Ke'Shawn Vaughn,RB,Active Roster,"$1,042,364 ","$254,727 ",,,,,,"($509,454)","$1,297,091 ",0.55
2881,2022,Tampa Bay Buccaneers,Jamel Dean,CB,Active Roster,"$965,000 ","$211,713 ",,,,,,"($211,713)","$1,176,713 ",0.5
2882,2022,Tampa Bay Buccaneers,Mike Edwards,S,Active Roster,"$965,000 ","$205,545 ",,,,,,"($205,545)","$1,170,545 ",0.49
2883,2022,Tampa Bay Buccaneers,Anthony Nelson,OLB,Active Roster,"$965,000 ","$193,760 ",,,,,,"($193,760)","$1,158,760 ",0.49
2884,2022,Tampa Bay Buccaneers,Scott Miller,WR,Active Roster,"$965,000 ","$31,960 ",,,,,,"($31,960)","$996,960 ",0.42
2885,2022,Tampa Bay Buccaneers,Tyler Johnson,WR,Active Roster,"$895,000 ","$78,605 ",,,,,,"($157,210)","$973,605 ",0.41
2886,2022,Tampa Bay Buccaneers,Khalil Davis,DT,Active Roster,"$895,000 ","$43,303 ",,,,,,"($86,606)","$938,303 ",0.4
2887,2022,Tampa Bay Buccaneers,Cam Gill,OLB,Active Roster,"$895,000 ","$8,334 ",,,,,,"($8,334)","$903,334 ",0.38
2888,2022,Tampa Bay Buccaneers,Brad Seaton,LT,Active Roster,"$825,000 ",,,,,,,,"$825,000 ",0.35
2889,2022,Tampa Bay Buccaneers,Vita Vea,DT,Active Roster,,,,,,,,,,0
2890,2022,Tennessee Titans,Ryan Tannehill,QB,Active Roster,"$29,000,000 ","$5,000,000 ",,,,,,"($10,000,000)","$34,000,000 ",16.27
2891,2022,Tennessee Titans,Kevin Byard,FS,Active Roster,"$12,000,000 ","$1,800,000 ","$500,000 ",,,"$1,538,000 ",,"($8,214,000)","$15,838,000 ",7.58
2892,2022,Tennessee Titans,Derrick Henry,RB,Active Roster,"$12,000,000 ","$3,000,000 ",,,,,,"($6,000,000)","$15,000,000 ",7.18
2893,2022,Tennessee Titans,Taylor Lewan,LT,Active Roster,"$12,900,000 ","$2,096,471 ",,,,,,"($2,096,471)","$14,996,471 ",7.18
2894,2022,Tennessee Titans,Malcolm Butler,CB,Active Roster,"$11,250,000 ","$2,000,000 ","$1,000,000 ",,"$100,000 ",,,"($2,000,000)","$14,350,000 ",6.87
2895,2022,Tennessee Titans,Rodger Saffold,G,Active Roster,"$9,000,000 ","$2,375,000 ","$1,500,000 ",,,,,"($2,375,000)","$12,875,000 ",6.16
2896,2022,Tennessee Titans,Adam Humphries,WR,Active Roster,"$8,250,000 ","$2,500,000 ","$500,000 ",,,,,"($2,500,000)","$11,250,000 ",5.38
2897,2022,Tennessee Titans,Kenny Vaccaro,SS,Active Roster,"$5,500,000 ","$1,500,000 ","$500,000 ",,,,,"($1,500,000)","$7,500,000 ",3.59
2898,2022,Tennessee Titans,Dennis Kelly,RT,Active Roster,"$5,000,000 ","$1,583,334 ","$500,000 ",,,,,"($1,583,334)","$7,083,334 ",3.39
2899,2022,Tennessee Titans,Jeffery Simmons,DE,Active Roster,"$2,221,875 ","$1,807,501 ",,,,,,"($4,029,376)","$4,029,376 ",1.93
2900,2022,Tennessee Titans,Brett Kern,P,Active Roster,"$3,200,000 ","$550,000 ",,,,,,"($550,000)","$3,750,000 ",1.79
2901,2022,Tennessee Titans,Isaiah Wilson,RT,Active Roster,"$1,661,672 ","$1,493,344 ",,,,,,"($2,755,426)","$3,155,016 ",1.51
2902,2022,Tennessee Titans,A.J. Brown,WR,Active Roster,"$1,265,778 ","$532,703 ",,,,,,"($532,703)","$1,798,481 ",0.86
2903,2022,Tennessee Titans,Kristian Fulton,CB,Active Roster,"$1,094,563 ","$359,126 ",,,,,,"($718,252)","$1,453,689 ",0.7
2904,2022,Tennessee Titans,Darrynton Evans,RB,Active Roster,"$1,005,000 ","$219,416 ",,,,,,"($438,832)","$1,224,416 ",0.59
2905,2022,Tennessee Titans,Nate Davis,G,Active Roster,"$965,000 ","$233,670 ",,,,,,"($233,670)","$1,198,670 ",0.57
2906,2022,Tennessee Titans,Amani Hooker,FS,Active Roster,"$965,000 ","$183,370 ",,,,,,"($183,370)","$1,148,370 ",0.55
2907,2022,Tennessee Titans,David Long,ILB,Active Roster,"$965,000 ","$42,429 ",,,,,,"($42,429)","$1,007,429 ",0.48
2908,2022,Tennessee Titans,Larrell Murchison,DT,Active Roster,"$895,000 ","$69,436 ",,,,,,"($138,872)","$964,436 ",0.46
2909,2022,Tennessee Titans,Chris Jackson,CB,Active Roster,"$895,000 ","$19,570 ",,,,,,"($39,140)","$914,570 ",0.44
